intent,Rid,Request
atis_flight,2689,show first flight from philadelphia to dallas
atis_airfare,2690,show me all the one way fares from tacoma to montreal
atis_flight,2691,shortest flights from nashville to st. petersburg
atis_flight,2692,also show me the first flight from atlanta to denver on a thursday
atis_flight,2693,what american airlines flights from phoenix to milwaukee depart phoenix after 6 pm on wednesday
atis_flight,2694,what flights are there from newark to chicago on continental
atis_ground_service,2695,what is the ground transportation from philadelphia airport to the city proper
atis_airfare,2696,what's the lowest round trip fare from atlanta to pittsburgh
atis_flight,2697,list all flights going from boston to atlanta before 5 o'clock am on thursday
atis_ground_service,2698,how long does the ground transportation take from the salt lake city airport
atis_airfare,2699,what is the fare for a one way flight from boston to atlanta
atis_flight,2700,show flights from denver to oakland
atis_flight,2701,show me all the flights that arrive in baltimore in the evening
atis_airfare,2702,what is the cheapest one way ticket from denver to pittsburgh
atis_abbreviation,2703,what does fare code q mean
atis_flight,2704,i need a flight from pittsburgh to los angeles thursday evening
atis_airline,2705,which airline provides business class flights
atis_flight_time,2706,what time is the last flight from washington to san francisco
atis_flight,2707,what northwest flights leave denver before noon
atis_airfare,2708,what's the cheapest first class airfare from pittsburgh to san francisco
atis_flight,2709,show me all flights arriving to denver from boston
atis_flight,2710,flights from denver to pittsburgh on thursday
atis_airfare,2711,what are the different classes of service and the prices for us air
atis_flight,2712,show me flights from denver to boston on tuesday
atis_flight,2713,what are the flights from pittsburgh to denver
atis_flight,2714,list all flights leaving denver on continental on sunday
atis_abbreviation,2715,what does lax stand for
atis_flight,2716,what is the first flight from boston to atlanta and what is the last flight from atlanta to boston
atis_flight,2717,show me the flights from atlanta to denver on friday
atis_flight,2718,i would like to fly from denver to pittsburgh on the cheapest flight possible
atis_flight,2719,show me the flights from cincinnati
atis_flight,2720,i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am
atis_flight,2721,list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday
atis_flight,2722,what are the flights from atlanta to boston in the afternoon
atis_ground_service,2723,what kind of ground transportation is available in denver
atis_flight,2724,show me all flights from chicago to kansas city on thursday june seventeenth arriving in kansas city at around 7 o'clock in the evening
atis_flight,2725,list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday
atis_flight,2726,please show me all round trip flights from burbank to tacoma
atis_flight,2727,what flights from denver to salt lake city
atis_flight,2728,show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow
atis_flight,2729,show me flights from denver to philadelphia
atis_flight,2730,show me the cheapest flights from san francisco to philadelphia
atis_airfare,2731,how much does flight ua 281 from boston to denver cost
atis_flight,2732,oakland to philadelphia
atis_flight,2733,show me the flights from denver to baltimore or washington dc that arrive before or around noon
atis_flight,2734,i'm trying to fly from denver to boston and i want a flight that serves a meal
atis_flight,2735,show me the flights from baltimore to boston
atis_flight,2736,what are the flights from atlanta to dallas
atis_flight,2737,i'd like an early morning weekday flight from san diego to phoenix
atis_flight,2738,what is the latest flight from salt lake city to phoenix
atis_flight,2739,show me the flights from san francisco to boston
atis_flight,2740,what flights are there from newark to tampa
atis_flight,2741,show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday
atis_abbreviation,2742,what is the yn code
atis_flight,2743,show me the flights from baltimore to dallas
atis_flight,2744,which united airlines flights go through denver
atis_flight,2745,what flights takeoff and land at general mitchell international
atis_flight,2746,what are the flights from washington dc to denver
atis_flight,2747,what are the flights from denver to baltimore on august tenth
atis_flight,2748,i'm requesting flight information on a flight from denver to san francisco on wednesday
atis_flight,2749,i'd like a flight from burbank to tacoma washington
atis_flight,2750,from seattle to salt lake city
atis_flight,2751,i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver
atis_flight,2752,i need a flight from baltimore to seattle
atis_flight,2753,please list available flights for next saturday from philadelphia to dallas
atis_flight,2754,i would like flights between boston and atlanta on july eleven departing at one in the afternoon
atis_flight,2755,tell me about flights from indianapolis to houston
atis_airfare,2756,what are the first class fares from dallas to baltimore
atis_flight,2757,i would like to know flights on june fifteenth from long beach to columbus after 12 noon please
atis_flight,2758,please give me flight schedules from pittsburgh to philadelphia
atis_airline,2759,please tell me which airline has the most departures from atlanta
atis_flight,2760,do you have a flight from atlanta to boston
atis_airfare,2761,lowest fare from san francisco to san diego
atis_flight,2762,give me the first flight from boston to atlanta
atis_flight,2763,i'm interested in flying from atlanta to boston i'd like to fly during breakfast
atis_flight,2764,what flights go from denver to atlanta
atis_flight,2765,list the flights from toronto to salt lake city
